Name,R G CARNATION FIRST FAMILY LP,,,,,
6330116,5/5/2025,9:30 AM,15,0.01,0.1932,-0.1832
6330116,5/5/2025,9:45 AM,15,0.01,0.1082,-0.0982
6330116,5/5/2025,10:00 AM,15,0.025,0.1017,-0.0767
6330116,5/5/2025,10:15 AM,15,0.015,0.144,-0.129
6330116,5/5/2025,10:30 AM,15,0.01,0.2138,-0.2038
6330116,5/5/2025,10:45 AM,15,0.4,0.2064,0.1936
6330116,5/5/2025,11:00 AM,15,0.545,0.1663,0.3786
6330116,5/5/2025,11:15 AM,15,0.015,0.1332,-0.1182
6330116,5/5/2025,11:30 AM,15,0.015,0.1262,-0.1112
6330116,5/5/2025,11:45 AM,15,0.03,0.0931,-0.0631
6330116,5/5/2025,12:00 PM,15,0.01,0.0794,-0.0694
6330116,5/5/2025,12:15 PM,15,0.265,0.106,0.1589
6330116,5/5/2025,12:30 PM,15,0.395,0.0998,0.2951
6330116,5/5/2025,12:45 PM,15,0.395,0.0859,0.309
6330116,5/5/2025,1:00 PM,15,0.14,0.0859,0.054
6330116,5/5/2025,1:15 PM,15,0.565,0.0986,0.4663
6330116,5/5/2025,1:30 PM,15,0.255,0.1017,0.1532
6330116,5/5/2025,1:45 PM,15,0.285,0.0837,0.2012
6330116,5/5/2025,2:00 PM,15,0.03,0.1214,-0.0914
6330116,5/5/2025,2:15 PM,15,0.025,0.1291,-0.1041
6330116,5/5/2025,2:30 PM,15,0.025,0.1012,-0.0762
6330116,5/5/2025,2:45 PM,15,0.02,0.1231,-0.1031
6330116,5/5/2025,3:00 PM,15,0.23,0.1209,0.109
6330116,5/5/2025,3:15 PM,15,0.01,0.072,-0.062
6330116,5/5/2025,3:30 PM,15,0.025,0.0571,-0.0321
6330116,5/5/2025,3:45 PM,15,0.035,0.0559,-0.0209
6330116,5/5/2025,4:00 PM,15,0.065,0.0343,0.0306
6330116,5/5/2025,4:15 PM,15,0.015,0.0201,-0.0051
6330116,5/5/2025,4:30 PM,15,0.035,0.0187,0.0162
6330116,5/5/2025,4:45 PM,15,0.04,0.0271,0.0128
6330116,5/5/2025,5:00 PM,15,0.045,0.023,0.0219
6330116,5/5/2025,5:15 PM,15,0.04,0.0132,0.0268
6330116,5/5/2025,5:30 PM,15,0.275,0.0098,0.2651
6330116,5/5/2025,5:45 PM,15,0.04,0.0067,0.0332
6330116,5/5/2025,6:00 PM,15,0.045,0.0043,0.0406
6330116,5/5/2025,6:15 PM,15,0.035,0.0019,0.033
6330116,5/5/2025,6:30 PM,15,0.035,0.004,0.0309
6330116,5/5/2025,6:45 PM,15,0.03,0.0024,0.0276
6330116,5/5/2025,7:00 PM,15,0.02,0,0.02
6330116,5/5/2025,7:15 PM,15,0.04,0,0.04
6330116,5/5/2025,7:30 PM,15,0.035,0,0.035
6330116,5/5/2025,7:45 PM,15,0.285,0,0.285
6330116,5/5/2025,8:00 PM,15,0.05,0,0.05
6330116,5/5/2025,8:15 PM,15,0.015,0,0.015
6330116,5/5/2025,8:30 PM,15,0.03,0,0.03
6330116,5/5/2025,8:45 PM,15,0.035,0,0.035
6330116,5/5/2025,9:00 PM,15,0.04,0,0.04
6330116,5/5/2025,9:15 PM,15,0.385,0,0.385
6330116,5/5/2025,9:30 PM,15,0.55,0,0.55
6330116,5/5/2025,9:45 PM,15,0.67,0,0.67
6330116,5/5/2025,10:00 PM,15,0.145,0,0.145
6330116,5/5/2025,10:15 PM,15,0.09,0,0.09
6330116,5/5/2025,10:30 PM,15,0.395,0,0.395
6330116,5/5/2025,10:45 PM,15,0.075,0,0.075
6330116,5/5/2025,11:00 PM,15,0.06,0,0.06
6330116,5/5/2025,11:15 PM,15,0.045,0,0.045
6330116,5/5/2025,11:30 PM,15,0.155,0,0.155
6330116,5/5/2025,11:45 PM,15,0.17,0,0.17
6330116,5/6/2025,12:00 AM,15,0.01,0,0.01
6330116,5/6/2025,12:15 AM,15,0.03,0,0.03
6330116,5/6/2025,12:30 AM,15,0.03,0,0.03
6330116,5/6/2025,12:45 AM,15,0.01,0,0.01
6330116,5/6/2025,1:00 AM,15,0.01,0,0.01
6330116,5/6/2025,1:15 AM,15,0.03,0,0.03
6330116,5/6/2025,1:30 AM,15,0.02,0,0.02
6330116,5/6/2025,1:45 AM,15,0.245,0,0.245
6330116,5/6/2025,2:00 AM,15,0.015,0,0.015
6330116,5/6/2025,2:15 AM,15,0.025,0,0.025
6330116,5/6/2025,2:30 AM,15,0.015,0,0.015
6330116,5/6/2025,2:45 AM,15,0.01,0,0.01
6330116,5/6/2025,3:00 AM,15,0.015,0,0.015
6330116,5/6/2025,3:15 AM,15,0.055,0,0.055
6330116,5/6/2025,3:30 AM,15,0.035,0,0.035
6330116,5/6/2025,3:45 AM,15,0.025,0,0.025
6330116,5/6/2025,4:00 AM,15,0.025,0,0.025
6330116,5/6/2025,4:15 AM,15,0.03,0,0.03
6330116,5/6/2025,4:30 AM,15,0.03,0,0.03
6330116,5/6/2025,4:45 AM,15,0.025,0,0.025
6330116,5/6/2025,5:00 AM,15,0.005,0,0.005
6330116,5/6/2025,5:15 AM,15,0.01,0,0.01
6330116,5/6/2025,5:30 AM,15,0.03,0,0.03
6330116,5/6/2025,5:45 AM,15,0.025,0,0.025
6330116,5/6/2025,6:00 AM,15,0.005,0,0.005
6330116,5/6/2025,6:15 AM,15,0.02,0.0002,0.0197
6330116,5/6/2025,6:30 AM,15,0.025,0.0016,0.0233
6330116,5/6/2025,6:45 AM,15,0.01,0.0045,0.0054
6330116,5/6/2025,7:00 AM,15,0.01,0.0136,-0.0036
6330116,5/6/2025,7:15 AM,15,0.03,0.0158,0.0141
6330116,5/6/2025,7:30 AM,15,0.265,0.0252,0.2398
6330116,5/6/2025,7:45 AM,15,0.01,0.041,-0.031
6330116,5/6/2025,8:00 AM,15,0.03,0.0429,-0.0129
6330116,5/6/2025,8:15 AM,15,0.01,0.0379,-0.0279
6330116,5/6/2025,8:30 AM,15,0.01,0.059,-0.049
6330116,5/6/2025,8:45 AM,15,0.025,0.0667,-0.0417
6330116,5/6/2025,9:00 AM,15,0.005,0.0652,-0.0602
6330116,5/6/2025,9:15 AM,15,0.015,0.0688,-0.0538
6330116,5/6/2025,9:30 AM,15,0.02,0.0648,-0.0448
6330116,5/6/2025,9:45 AM,15,0.005,0.0753,-0.0703
6330116,5/6/2025,10:00 AM,15,0.02,0.1581,-0.1381
6330116,5/6/2025,10:15 AM,15,0.015,0.1555,-0.1405
6330116,5/6/2025,10:30 AM,15,0.005,0.167,-0.162
6330116,5/6/2025,10:45 AM,15,0.025,0.1456,-0.1206
6330116,5/6/2025,11:00 AM,15,0.01,0.1576,-0.1476
6330116,5/6/2025,11:15 AM,15,0.785,0.125,0.6599
6330116,5/6/2025,11:30 AM,15,0.1,0.1408,-0.0408
6330116,5/6/2025,11:45 AM,15,0.015,0.1752,-0.1602
6330116,5/6/2025,12:00 PM,15,0.015,0.1521,-0.1371
6330116,5/6/2025,12:15 PM,15,0.03,0.112,-0.082
6330116,5/6/2025,12:30 PM,15,0.005,0.1017,-0.0967
6330116,5/6/2025,12:45 PM,15,0.015,0.148,-0.133
6330116,5/6/2025,1:00 PM,15,0.025,0.1437,-0.1187
6330116,5/6/2025,1:15 PM,15,0.005,0.1591,-0.1541
6330116,5/6/2025,1:30 PM,15,0.015,0.1267,-0.1117
6330116,5/6/2025,1:45 PM,15,0.505,0.1243,0.3806
6330116,5/6/2025,2:00 PM,15,0.515,0.1142,0.4007
6330116,5/6/2025,2:15 PM,15,0.555,0.1418,0.4131
6330116,5/6/2025,2:30 PM,15,0.605,0.1308,0.4742
6330116,5/6/2025,2:45 PM,15,0.505,0.0672,0.4378
6330116,5/6/2025,3:00 PM,15,0.19,0.0388,0.1511
6330116,5/6/2025,3:15 PM,15,0.245,0.0309,0.214
6330116,5/6/2025,3:30 PM,15,0.09,0.0283,0.0616
6330116,5/6/2025,3:45 PM,15,0.01,0.0249,-0.0149
6330116,5/6/2025,4:00 PM,15,0.445,0.0247,0.4202
6330116,5/6/2025,4:15 PM,15,1.155,0.0187,1.1362
6330116,5/6/2025,4:30 PM,15,0.125,0.0158,0.1091
6330116,5/6/2025,4:45 PM,15,0.11,0.0146,0.0953
6330116,5/6/2025,5:00 PM,15,0.545,0.0136,0.5313
6330116,5/6/2025,5:15 PM,15,0.6,0.0112,0.5887
6330116,5/6/2025,5:30 PM,15,0.04,0.0091,0.0308
6330116,5/6/2025,5:45 PM,15,0.045,0.0096,0.0354
6330116,5/6/2025,6:00 PM,15,0.04,0.0072,0.0328
6330116,5/6/2025,6:15 PM,15,0.04,0.0088,0.0311
6330116,5/6/2025,6:30 PM,15,0.305,0.0074,0.2975
6330116,5/6/2025,6:45 PM,15,0.035,0.0036,0.0314
6330116,5/6/2025,7:00 PM,15,0.035,0.0002,0.0347
6330116,5/6/2025,7:15 PM,15,0.04,0,0.04
6330116,5/6/2025,7:30 PM,15,0.025,0,0.025
6330116,5/6/2025,7:45 PM,15,0.02,0,0.02
6330116,5/6/2025,8:00 PM,15,0.035,0,0.035
6330116,5/6/2025,8:15 PM,15,0.04,0,0.04
6330116,5/6/2025,8:30 PM,15,0.32,0,0.32
6330116,5/6/2025,8:45 PM,15,0.025,0,0.025
6330116,5/6/2025,9:00 PM,15,0.295,0,0.295
6330116,5/6/2025,9:15 PM,15,0.045,0,0.045
6330116,5/6/2025,9:30 PM,15,0.025,0,0.025
6330116,5/6/2025,9:45 PM,15,0.04,0,0.04
6330116,5/6/2025,10:00 PM,15,0.025,0,0.025
6330116,5/6/2025,10:15 PM,15,0.045,0,0.045
6330116,5/6/2025,10:30 PM,15,0.17,0,0.17
6330116,5/6/2025,10:45 PM,15,0.13,0,0.13
6330116,5/6/2025,11:00 PM,15,0.04,0,0.04
6330116,5/6/2025,11:15 PM,15,0.03,0,0.03
6330116,5/6/2025,11:30 PM,15,0.02,0,0.02
6330116,5/6/2025,11:45 PM,15,0.025,0,0.025
6330116,5/7/2025,12:00 AM,15,0.01,0,0.01
6330116,5/7/2025,12:15 AM,15,0.02,0,0.02
6330116,5/7/2025,12:30 AM,15,0.025,0,0.025
6330116,5/7/2025,12:45 AM,15,0.01,0,0.01
6330116,5/7/2025,1:00 AM,15,0.01,0,0.01
6330116,5/7/2025,1:15 AM,15,0.025,0,0.025
6330116,5/7/2025,1:30 AM,15,0.02,0,0.02
6330116,5/7/2025,1:45 AM,15,0.21,0,0.21
6330116,5/7/2025,2:00 AM,15,0.03,0,0.03
6330116,5/7/2025,2:15 AM,15,0.01,0,0.01
6330116,5/7/2025,2:30 AM,15,0.02,0,0.02
6330116,5/7/2025,2:45 AM,15,0.015,0,0.015
6330116,5/7/2025,3:00 AM,15,0.015,0,0.015
6330116,5/7/2025,3:15 AM,15,0.02,0,0.02
6330116,5/7/2025,3:30 AM,15,0.01,0,0.01
6330116,5/7/2025,3:45 AM,15,0.025,0,0.025
6330116,5/7/2025,4:00 AM,15,0.01,0,0.01
6330116,5/7/2025,4:15 AM,15,0.02,0,0.02
6330116,5/7/2025,4:30 AM,15,0.015,0,0.015
6330116,5/7/2025,4:45 AM,15,0.01,0,0.01
6330116,5/7/2025,5:00 AM,15,0.025,0,0.025
6330116,5/7/2025,5:15 AM,15,0.005,0,0.005
6330116,5/7/2025,5:30 AM,15,0.025,0,0.025
6330116,5/7/2025,5:45 AM,15,0.01,0,0.01
6330116,5/7/2025,6:00 AM,15,0.345,0.0004,0.3445
6330116,5/7/2025,6:15 AM,15,0.065,0.0038,0.0611
6330116,5/7/2025,6:30 AM,15,0.03,0.0074,0.0225
6330116,5/7/2025,6:45 AM,15,0.04,0.01,0.0299
6330116,5/7/2025,7:00 AM,15,0.035,0.0208,0.0141
6330116,5/7/2025,7:15 AM,15,0.28,0.0367,0.2432
6330116,5/7/2025,7:30 AM,15,0.01,0.0612,-0.0512
6330116,5/7/2025,7:45 AM,15,0.015,0.0768,-0.0618
6330116,5/7/2025,8:00 AM,15,0.025,0.0914,-0.0664
6330116,5/7/2025,8:15 AM,15,0.01,0.1053,-0.0953
6330116,5/7/2025,8:30 AM,15,0.02,0.1749,-0.1549
6330116,5/7/2025,8:45 AM,15,0.02,0.1792,-0.1592
6330116,5/7/2025,9:00 AM,15,0.015,0.2059,-0.1909
6330116,5/7/2025,9:15 AM,15,0.02,0.2138,-0.1938
6330116,5/7/2025,9:30 AM,15,0.005,0.2188,-0.2138
6330116,5/7/2025,9:45 AM,15,0.03,0.2448,-0.2148
6330116,5/7/2025,10:00 AM,15,0.275,0.2565,0.0184
6330116,5/7/2025,10:15 AM,15,0.03,0.2462,-0.2162
6330116,5/7/2025,10:30 AM,15,0.02,0.2611,-0.2411
6330116,5/7/2025,10:45 AM,15,0.245,0.2812,-0.0362
6330116,5/7/2025,11:00 AM,15,1.055,0.2872,0.7677
6330116,5/7/2025,11:15 AM,15,0.59,0.2894,0.3005
6330116,5/7/2025,11:30 AM,15,0.27,0.2868,-0.0168
6330116,5/7/2025,11:45 AM,15,0.25,0.2887,-0.0387
6330116,5/7/2025,12:00 PM,15,0.255,0.2882,-0.0332
6330116,5/7/2025,12:15 PM,15,0.055,0.2882,-0.2332
6330116,5/7/2025,12:30 PM,15,0.01,0.2865,-0.2765
6330116,5/7/2025,12:45 PM,15,0.025,0.2853,-0.2603
6330116,5/7/2025,1:00 PM,15,0.19,0.2853,-0.0953
6330116,5/7/2025,1:15 PM,15,0.575,0.2858,0.2891
6330116,5/7/2025,1:30 PM,15,0.215,0.2875,-0.0725
6330116,5/7/2025,1:45 PM,15,0.21,0.2889,-0.0789
6330116,5/7/2025,2:00 PM,15,0.15,0.2894,-0.1394
6330116,5/7/2025,2:15 PM,15,0.23,0.287,-0.057
6330116,5/7/2025,2:30 PM,15,0.175,0.2824,-0.1074
6330116,5/7/2025,2:45 PM,15,0.035,0.2673,-0.2323
6330116,5/7/2025,3:00 PM,15,0.24,0.257,-0.017
6330116,5/7/2025,3:15 PM,15,0.02,0.252,-0.232
6330116,5/7/2025,3:30 PM,15,0.04,0.2378,-0.1978
6330116,5/7/2025,3:45 PM,15,0.035,0.2232,-0.1882
6330116,5/7/2025,4:00 PM,15,0.36,0.2066,0.1533
6330116,5/7/2025,4:15 PM,15,0.085,0.1896,-0.1046
6330116,5/7/2025,4:30 PM,15,0.03,0.1699,-0.1399
6330116,5/7/2025,4:45 PM,15,0.28,0.1492,0.1307
6330116,5/7/2025,5:00 PM,15,0.03,0.1305,-0.1005
6330116,5/7/2025,5:15 PM,15,0.025,0.1087,-0.0837
6330116,5/7/2025,5:30 PM,15,0.04,0.0888,-0.0488
6330116,5/7/2025,5:45 PM,15,0.035,0.0674,-0.0324
6330116,5/7/2025,6:00 PM,15,0.015,0.0477,-0.0327
6330116,5/7/2025,6:15 PM,15,0.02,0.0295,-0.0095
6330116,5/7/2025,6:30 PM,15,0.03,0.0158,0.0141
6330116,5/7/2025,6:45 PM,15,0.055,0.0084,0.0466
6330116,5/7/2025,7:00 PM,15,0.05,0.0036,0.0464
6330116,5/7/2025,7:15 PM,15,0.025,0.0002,0.0247
6330116,5/7/2025,7:30 PM,15,0.04,0,0.04
6330116,5/7/2025,7:45 PM,15,0.04,0,0.04
6330116,5/7/2025,8:00 PM,15,0.15,0,0.15
6330116,5/7/2025,8:15 PM,15,0.19,0,0.19
6330116,5/7/2025,8:30 PM,15,0.045,0,0.045
6330116,5/7/2025,8:45 PM,15,0.025,0,0.025
6330116,5/7/2025,9:00 PM,15,0.03,0,0.03
6330116,5/7/2025,9:15 PM,15,0.31,0,0.31
6330116,5/7/2025,9:30 PM,15,0.045,0,0.045
6330116,5/7/2025,9:45 PM,15,0.09,0,0.09
6330116,5/7/2025,10:00 PM,15,0.1,0,0.1
6330116,5/7/2025,10:15 PM,15,0.025,0,0.025
6330116,5/7/2025,10:30 PM,15,0.04,0,0.04
6330116,5/7/2025,10:45 PM,15,0.03,0,0.03
6330116,5/7/2025,11:00 PM,15,0.275,0,0.275
6330116,5/7/2025,11:15 PM,15,0.045,0,0.045
6330116,5/7/2025,11:30 PM,15,0.04,0,0.04
6330116,5/7/2025,11:45 PM,15,0.035,0,0.035
6330116,5/8/2025,12:00 AM,15,0.02,0,0.02
6330116,5/8/2025,12:15 AM,15,0.025,0,0.025
6330116,5/8/2025,12:30 AM,15,0.025,0,0.025
6330116,5/8/2025,12:45 AM,15,0.02,0,0.02
6330116,5/8/2025,1:00 AM,15,0.025,0,0.025
6330116,5/8/2025,1:15 AM,15,0.015,0,0.015
6330116,5/8/2025,1:30 AM,15,0.26,0,0.26
6330116,5/8/2025,1:45 AM,15,0.015,0,0.015
6330116,5/8/2025,2:00 AM,15,0.025,0,0.025
6330116,5/8/2025,2:15 AM,15,0.01,0,0.01
6330116,5/8/2025,2:30 AM,15,0.025,0,0.025
6330116,5/8/2025,2:45 AM,15,0.015,0,0.015
6330116,5/8/2025,3:00 AM,15,0.02,0,0.02
6330116,5/8/2025,3:15 AM,15,0.015,0,0.015
6330116,5/8/2025,3:30 AM,15,0.025,0,0.025
6330116,5/8/2025,3:45 AM,15,0.005,0,0.005
6330116,5/8/2025,4:00 AM,15,0.03,0,0.03
6330116,5/8/2025,4:15 AM,15,0.005,0,0.005
6330116,5/8/2025,4:30 AM,15,0.025,0,0.025
6330116,5/8/2025,4:45 AM,15,0.01,0,0.01
6330116,5/8/2025,5:00 AM,15,0.02,0,0.02
6330116,5/8/2025,5:15 AM,15,0.015,0,0.015
6330116,5/8/2025,5:30 AM,15,0.015,0,0.015
6330116,5/8/2025,5:45 AM,15,0.29,0,0.29
6330116,5/8/2025,6:00 AM,15,0.01,0.0007,0.0092
6330116,5/8/2025,6:15 AM,15,0.035,0.0048,0.0302
6330116,5/8/2025,6:30 AM,15,0.03,0.0115,0.0184
6330116,5/8/2025,6:45 AM,15,0.035,0.0194,0.0155
6330116,5/8/2025,7:00 AM,15,0.03,0.0218,0.0081
6330116,5/8/2025,7:15 AM,15,0.02,0.0242,-0.0042
6330116,5/8/2025,7:30 AM,15,0.025,0.03,-0.005
6330116,5/8/2025,7:45 AM,15,0.005,0.0398,-0.0348
6330116,5/8/2025,8:00 AM,15,0.04,0.0477,-0.0077
6330116,5/8/2025,8:15 AM,15,0.04,0.0643,-0.0243
6330116,5/8/2025,8:30 AM,15,0.015,0.0777,-0.0627
6330116,5/8/2025,8:45 AM,15,0.03,0.0967,-0.0667
6330116,5/8/2025,9:00 AM,15,0.275,0.1572,0.1178
6330116,5/8/2025,9:15 AM,15,0.025,0.215,-0.19
6330116,5/8/2025,9:30 AM,15,0.01,0.233,-0.223
6330116,5/8/2025,9:45 AM,15,0.005,0.2472,-0.2422
6330116,5/8/2025,10:00 AM,15,0.025,0.2575,-0.2325
6330116,5/8/2025,10:15 AM,15,0.025,0.245,-0.22
6330116,5/8/2025,10:30 AM,15,0.01,0.2709,-0.2609
6330116,5/8/2025,10:45 AM,15,0.015,0.2858,-0.2708
6330116,5/8/2025,11:00 AM,15,0.025,0.2906,-0.2656
6330116,5/8/2025,11:15 AM,15,0.44,0.2904,0.1496
6330116,5/8/2025,11:30 AM,15,0.32,0.2896,0.0303
6330116,5/8/2025,11:45 AM,15,0.265,0.2911,-0.0261
6330116,5/8/2025,12:00 PM,15,0.02,0.2884,-0.2684
6330116,5/8/2025,12:15 PM,15,0.015,0.2904,-0.2754
6330116,5/8/2025,12:30 PM,15,0.025,0.288,-0.263
6330116,5/8/2025,12:45 PM,15,0.235,0.2875,-0.0525
6330116,5/8/2025,1:00 PM,15,0.02,0.288,-0.268
6330116,5/8/2025,1:15 PM,15,0.01,0.2904,-0.2804
6330116,5/8/2025,1:30 PM,15,0.025,0.2908,-0.2658
6330116,5/8/2025,1:45 PM,15,0.3,0.2899,0.01
6330116,5/8/2025,2:00 PM,15,0.09,0.288,-0.198
6330116,5/8/2025,2:15 PM,15,0.02,0.2848,-0.2648
6330116,5/8/2025,2:30 PM,15,0.025,0.2788,-0.2538
6330116,5/8/2025,2:45 PM,15,0.01,0.2666,-0.2566
6330116,5/8/2025,3:00 PM,15,0.01,0.2565,-0.2465
6330116,5/8/2025,3:15 PM,15,0.03,0.2474,-0.2174
6330116,5/8/2025,3:30 PM,15,0.02,0.234,-0.214
6330116,5/8/2025,3:45 PM,15,0.01,0.2198,-0.2098
6330116,5/8/2025,4:00 PM,15,0.035,0.2037,-0.1687
6330116,5/8/2025,4:15 PM,15,0.09,0.1886,-0.0986
6330116,5/8/2025,4:30 PM,15,0.795,0.1692,0.6258
6330116,5/8/2025,4:45 PM,15,0.92,0.1485,0.7714
6330116,5/8/2025,5:00 PM,15,0.705,0.1293,0.5756
6330116,5/8/2025,5:15 PM,15,0.705,0.1089,0.596
6330116,5/8/2025,5:30 PM,15,0.86,0.0885,0.7714
6330116,5/8/2025,5:45 PM,15,0.27,0.0679,0.202
6330116,5/8/2025,6:00 PM,15,0.035,0.0477,-0.0127
6330116,5/8/2025,6:15 PM,15,0.02,0.0295,-0.0095
6330116,5/8/2025,6:30 PM,15,0.04,0.0144,0.0256
6330116,5/8/2025,6:45 PM,15,0.26,0.0074,0.2525
6330116,5/8/2025,7:00 PM,15,0.02,0.0024,0.0176
6330116,5/8/2025,7:15 PM,15,0.02,0.0004,0.0195
6330116,5/8/2025,7:30 PM,15,0.025,0,0.025
6330116,5/8/2025,7:45 PM,15,0.015,0,0.015
6330116,5/8/2025,8:00 PM,15,0.035,0,0.035
6330116,5/8/2025,8:15 PM,15,0.255,0,0.255
6330116,5/8/2025,8:30 PM,15,0.065,0,0.065
6330116,5/8/2025,8:45 PM,15,0.065,0,0.065
6330116,5/8/2025,9:00 PM,15,0.03,0,0.03
6330116,5/8/2025,9:15 PM,15,0.07,0,0.07
6330116,5/8/2025,9:30 PM,15,0.255,0,0.255
6330116,5/8/2025,9:45 PM,15,0.085,0,0.085
6330116,5/8/2025,10:00 PM,15,0.23,0,0.23
6330116,5/8/2025,10:15 PM,15,0.255,0,0.255
6330116,5/8/2025,10:30 PM,15,0.04,0,0.04
6330116,5/8/2025,10:45 PM,15,0.035,0,0.035
6330116,5/8/2025,11:00 PM,15,0.03,0,0.03
6330116,5/8/2025,11:15 PM,15,0.025,0,0.025
6330116,5/8/2025,11:30 PM,15,0.03,0,0.03
6330116,5/8/2025,11:45 PM,15,0.03,0,0.03
6330116,5/9/2025,12:00 AM,15,0.04,0,0.04
6330116,5/9/2025,12:15 AM,15,0.215,0,0.215
6330116,5/9/2025,12:30 AM,15,0.03,0,0.03
6330116,5/9/2025,12:45 AM,15,0.01,0,0.01
6330116,5/9/2025,1:00 AM,15,0.025,0,0.025
6330116,5/9/2025,1:15 AM,15,0.025,0,0.025
6330116,5/9/2025,1:30 AM,15,0.005,0,0.005
6330116,5/9/2025,1:45 AM,15,0.03,0,0.03
6330116,5/9/2025,2:00 AM,15,0.02,0,0.02
6330116,5/9/2025,2:15 AM,15,0.01,0,0.01
6330116,5/9/2025,2:30 AM,15,0.03,0,0.03
6330116,5/9/2025,2:45 AM,15,0.015,0,0.015
6330116,5/9/2025,3:00 AM,15,0.01,0,0.01
6330116,5/9/2025,3:15 AM,15,0.025,0,0.025
6330116,5/9/2025,3:30 AM,15,0.02,0,0.02
6330116,5/9/2025,3:45 AM,15,0.01,0,0.01
6330116,5/9/2025,4:00 AM,15,0.025,0,0.025
6330116,5/9/2025,4:15 AM,15,0.015,0,0.015
6330116,5/9/2025,4:30 AM,15,0.01,0,0.01
6330116,5/9/2025,4:45 AM,15,0.03,0,0.03
6330116,5/9/2025,5:00 AM,15,0.01,0,0.01
6330116,5/9/2025,5:15 AM,15,0.015,0,0.015
6330116,5/9/2025,5:30 AM,15,0.025,0,0.025
6330116,5/9/2025,5:45 AM,15,0.01,0,0.01
6330116,5/9/2025,6:00 AM,15,0.015,0.0004,0.0145
6330116,5/9/2025,6:15 AM,15,0.26,0.0031,0.2568
6330116,5/9/2025,6:30 AM,15,0.43,0.0069,0.423
6330116,5/9/2025,6:45 AM,15,0.26,0.0134,0.2465
6330116,5/9/2025,7:00 AM,15,0.035,0.0278,0.0071
6330116,5/9/2025,7:15 AM,15,0.43,0.0451,0.3848
6330116,5/9/2025,7:30 AM,15,0.025,0.0595,-0.0345
6330116,5/9/2025,7:45 AM,15,0.275,0.0883,0.1866
6330116,5/9/2025,8:00 AM,15,0.86,0.1166,0.7433
6330116,5/9/2025,8:15 AM,15,0.125,0.1399,-0.0149
6330116,5/9/2025,8:30 AM,15,0.09,0.1596,-0.0696
6330116,5/9/2025,8:45 AM,15,0.09,0.1773,-0.0873
6330116,5/9/2025,9:00 AM,15,0.055,0.1972,-0.1422
6330116,5/9/2025,9:15 AM,15,0.055,0.2128,-0.1578
6330116,5/9/2025,9:30 AM,15,0.035,0.2272,-0.1922
6330116,5/9/2025,9:45 AM,15,0.025,0.2402,-0.2152
6330116,5/9/2025,10:00 AM,15,0.025,0.2522,-0.2272
6330116,5/9/2025,10:15 AM,15,0.015,0.2596,-0.2446
6330116,5/9/2025,10:30 AM,15,0.025,0.2712,-0.2462
6330116,5/9/2025,10:45 AM,15,0.03,0.2788,-0.2488
6330116,5/9/2025,11:00 AM,15,0.01,0.286,-0.276
6330116,5/9/2025,11:15 AM,15,0.025,0.2896,-0.2646
6330116,5/9/2025,11:30 AM,15,0.305,0.2911,0.0138
6330116,5/9/2025,11:45 AM,15,0.015,0.2913,-0.2763
6330116,5/9/2025,12:00 PM,15,0.025,0.2906,-0.2656
6330116,5/9/2025,12:15 PM,15,0.025,0.2908,-0.2658
6330116,5/9/2025,12:30 PM,15,0.005,0.2904,-0.2854
6330116,5/9/2025,12:45 PM,15,0.015,0.2901,-0.2751
6330116,5/9/2025,1:00 PM,15,0.265,0.2901,-0.0251
6330116,5/9/2025,1:15 PM,15,0.01,0.2899,-0.2799
6330116,5/9/2025,1:30 PM,15,0.005,0.2894,-0.2844
6330116,5/9/2025,1:45 PM,15,0.395,0.2875,0.1074
6330116,5/9/2025,2:00 PM,15,0.37,0.2853,0.0846
6330116,5/9/2025,2:15 PM,15,0.485,0.2805,0.2044
6330116,5/9/2025,2:30 PM,15,0.04,0.2748,-0.2348
6330116,5/9/2025,2:45 PM,15,0.065,0.2656,-0.2006
6330116,5/9/2025,3:00 PM,15,0.26,0.2546,0.0053
6330116,5/9/2025,3:15 PM,15,0.265,0.2431,0.0218
6330116,5/9/2025,3:30 PM,15,0.02,0.2301,-0.2101
6330116,5/9/2025,3:45 PM,15,0.125,0.2164,-0.0914
6330116,5/9/2025,4:00 PM,15,0.04,0.2016,-0.1616
6330116,5/9/2025,4:15 PM,15,0.24,0.1852,0.0547
6330116,5/9/2025,4:30 PM,15,0.405,0.1675,0.2374
6330116,5/9/2025,4:45 PM,15,0.015,0.1476,-0.1326
6330116,5/9/2025,5:00 PM,15,0.025,0.1284,-0.1034
6330116,5/9/2025,5:15 PM,15,0.02,0.1084,-0.0884
6330116,5/9/2025,5:30 PM,15,0.005,0.0883,-0.0833
6330116,5/9/2025,5:45 PM,15,0.015,0.0676,-0.0526
6330116,5/9/2025,6:00 PM,15,0.025,0.047,-0.022
6330116,5/9/2025,6:15 PM,15,0.02,0.0288,-0.0088
6330116,5/9/2025,6:30 PM,15,0.005,0.0146,-0.0096
6330116,5/9/2025,6:45 PM,15,0.015,0.0067,0.0082
6330116,5/9/2025,7:00 PM,15,0.03,0.0026,0.0273
6330116,5/9/2025,7:15 PM,15,0.015,0.0007,0.0142
6330116,5/9/2025,7:30 PM,15,0.005,0,0.005
6330116,5/9/2025,7:45 PM,15,0.02,0,0.02
6330116,5/9/2025,8:00 PM,15,0.26,0,0.26
6330116,5/9/2025,8:15 PM,15,0.07,0,0.07
